"_ID_";"_MODEL_";"_NAME_";"_SKU_";"_PRICE_";"_CATEGORY_";"_QUANTITY_";"_PRODUCT_IMAGES_";"_MANUFACTURER_";"_DESCRIPTION_";"_ATTRIBUTES_";"Вид (ROZETKA)";"Вид изделия (PROM)";"_ATTRIBUTES_";"_CATEGORY_";"_PRODUCT_IMAGES_"
2594;2594;"Трикотажний Рай Шкарпетки Демі / ПП Скрипчук А.Л. 20/22(р) 1100";"1100";19;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2595;2595;"Трикотажний Рай Колготи білі без узора 10(р) 1203";"1203";39;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2596;2596;"Трикотажний Рай Колготи білі без узора 12(р) 1203";"1203";39;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2597;2597;"Трикотажний Рай Колготи білі без узора 14(р) 1203";"1203";39;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2599;2599;"Трикотажний Рай Колготи білі з узором 16(р) 1203-1";"1203-1";39;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2600;2600;"Трикотажний Рай Колготи з мал. 116/128(р) 1206";"1206";45;-1;2;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2601;2601;"Трикотажний Рай Колготи з мал. 152/164(р) 1206";"1206";45;-1;3;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2606;2606;"Трикотажний Рай Комбінезон Сказка пісочник 26(р) 9647-002-33";"9647-002-33";86;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2607;2607;"Трикотажний Рай Комбінезон з банданою Пісочник 20(р) 9746-015";"9746-015";65;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2608;2608;"Трикотажний Рай Пісочник з косинкой 28(р) 9679-004";"9679-004";65;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2612;2612;"Трикотажний Рай Топ+труси для дівчинки 26(р) 9736-009";"9736-009";50;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2613;2613;"Трикотажний Рай Футболка+шорти хл. 34(р) 9931-001-33";"9931-001-33";86;-1;2;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2614;2614;"Трикотажний Рай Футболка+треси дів. 34(р) 9112-001-33";"9112-001-33";84;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2615;2615;"Трикотажний Рай Футболка+шорти для дівчинки 30(р) 9668-002-33";"9668-002-33";68;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2617;2617;"Трикотажний Рай Шорти кольорові + принт 34(р) 9620-001-33";"9620-001-33";53;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2627;2627;"Трикотажний Рай Боді кор.рукав 20(р) 9777-000-33";"9777-000-33";44;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2628;2628;"Трикотажний Рай Боді кор.рукав 24(р) 9777-000-33";"9777-000-33";44;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2629;2629;"Трикотажний Рай Боді кор.рукав 22(р) 9777-001-33";"9777-001-33";58;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2631;2631;"Трикотажний Рай Боді короткий рукав майка кнопки 26(р) 9899-002";"9899-002";44;-1;4;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2632;2632;"Трикотажний Рай Кофта ясельна 20(р) 9689-002";"9689-002";49;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2633;2633;"Распашонка Трикотажний рай 80 см. 9689-002";"9689-002";49;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для малышей,Распашонки и ползунки,Распашонка";
2638;2638;"Трикотажний Рай Сукня Рюшик метелики ромашки 110(р) 6027-002";"6027-002";95;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2640;2640;"Трикотажний Рай Сукня Анна 34(р) 9199-002";"9199-002";95;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2646;2646;"Трикотажний Рай Сукня Ромашка 28(р) 9196-002";"9196-002";86;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2647;2647;"Трикотажний Рай Сарафан Ромашка 28(р) 9546-002";"9546-002";84;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2651;2651;"Трикотажний Рай Майка кольор. 30(р) 9630-002";"9630-002";35;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2652;2652;"Трикотажний Рай Майка кольор. 32(р) 9630-002";"9630-002";35;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2653;2653;"Трикотажний Рай Барцовка майка 32(р) 9601-001-33";"9601-001-33";48;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2654;2654;"Трикотажний Рай Футболка з малюнком 26(р) 9614-002";"9614-002";27;-1;2;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2656;2656;"Трикотажний Рай Футболка з малюнком 34(р) 9614-001-33";"9614-001-33";69;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2658;2658;"Трикотажний Рай Футболка кольорова з принтом для дівчинки 28(р) 9935-001-33";"9935-001-33";50;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2659;2659;"Трикотажний Рай Футболка однотонна кольорова 26(р) 9614-001";"9614-001";48;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2660;2660;"Трикотажний Рай Футболка однотонна кольорова 30(р) 9614-001";"9614-001";56;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2661;2661;"Трикотажний Рай Футболка однотонна кольорова 40(р) 9614-001";"9614-001";56;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2662;2662;"Трикотажний Рай Футболка жовта/блакитна (на хлопця) 116(р) 13В 6021";"13В 6021";73;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2663;2663;"Трикотажний Рай Футболка жовта/блакитна (на хлопця) 128(р) 13В 6021";"13В 6021";76;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2664;2664;"Трикотажний Рай Футболка жовта/блакитна (на хлопця) 140(р) 13В 6021";"13В 6021";80;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2675;2675;"Трикотажний Рай Футболка біла (на хлопця) 158(р) 6021";"6021";81;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2676;2676;"Трикотажний Рай Футболка біла (на хлопця) 164(р) 6021";"6021";82;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2665;2665;"Трикотажний Рай Футболка біла (на хлопця) 98(р) 6021";"6021";59;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2678;2678;"Трикотажний Рай Футболка біла з принтом патріотична 26(р) 9614-000-33У";"9614-000-33У";32;-1;2;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2680;2680;"Трикотажний Рай Футболка біла з принтом патріотична 40(р) 9614-000-33У";"9614-000-33У";65;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
29337418;29337418;"Водолазка Трикотажний рай 80 см. Голубой 9634-019-33V";"9634-019-33V";110;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для мальчиков,Рубашки и футболки,Водолазка";
2685;2685;"Трикотажний Рай Блуза довгий рукав Синє кружево 170(р) 6052-015";"6052-015";189;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2692;2692;"Трикотажний Рай Сорочка нічна для дівчинки 28(р) 6019-002";"6019-002";98;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2693;2693;"Трикотажний Рай Сорочка нічна для дівчинки 32(р) 6019-002";"6019-002";98;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2695;2695;"Трикотажний Рай Треси для дівчинки (яскраві) 34(р) 9564-000";"9564-000";110;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2696;2696;"Трикотажний Рай Джемпер для хл.а 36(р) 9260-055-33V";"9260-055-33V";145;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2699;2699;"Водолазка Трикотажний рай 104 см. Голубой 9268-019";"9268-019";145;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для мальчиков,Рубашки и футболки,Водолазка";
2703;2703;"Трикотажний Рай Сукня Міккі Маус 6-7(р) 212831";"212831";98;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2706;2706;"Трикотажний Рай Сукня Міккі Маус полоска 8-9(р) 212830";"212830";121;-1;1;1;"Трикотажний рай";"";"";"";"";"";"Импорт";
2711;2711;"Трикотажница Труси дівч.кольор. 26(р) 272";"272";20;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2715;2715;"Трикотажница Труси хлопч.кольор. 26(р) 271";"271";20;-1;3;1;"Трикотажница";"";"";"";"";"";"Импорт";
2720;2720;"Трикотажница Труси дівч.білі рюш. 28(р) 273";"273";24;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2722;2722;"Трикотажница Труси дівч.білі рюш. 36(р) 273";"273";24;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2723;2723;"Трикотажница Труси дівч.білі рюш. 40(р) 273";"273";24;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2725;2725;"Трикотажница Труси боксери 32(р) 9618";"9618";40;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2726;2726;"Трикотажница Труси боксери 36(р) 9618";"9618";40;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2728;2728;"Трикотажница Майка кольорова для хл.а 30(р) 9630Тр";"9630Тр";45;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2729;2729;"Трикотажница Майка кольорова для хл.а 34(р) 9630Тр";"9630Тр";45;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2730;2730;"Трикотажница Майка кольорова для хл.а 40(р) 9630Тр";"9630Тр";45;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2732;2732;"Трикотажница Майка кольорова для дівчинки 30(р) 9630д";"9630д";35;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2736;2736;"Трикотажница Майка+труси хл. 26(р) 9688";"9688";50;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2737;2737;"Трикотажница Майка+труси хл. 28(р) 9688";"9688";50;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2738;2738;"Трикотажница Майка+труси хл. 30(р) 9688";"9688";50;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2739;2739;"Трикотажница Майка+труси хл. 32(р) 9688";"9688";50;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2740;2740;"Трикотажница Майка+труси хл. 34(р) 9688";"9688";50;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2741;2741;"Трикотажница Майка+труси дівч. 28(р) 9687";"9687";50;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2742;2742;"Трикотажница Майка+труси дівч. 32(р) 9687";"9687";50;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2743;2743;"Трикотажница Майка+труси дівч. 34(р) 9687";"9687";50;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2744;2744;"Трикотажница Майка+труси з написом 32(р) 9742";"9742";75;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2745;2745;"Трикотажница Майка+труси з написом 34(р) 9742";"9742";75;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2746;2746;"Трикотажница Сорочка для дівчинки 28(р) 9648";"9648";90;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2748;2748;"Трикотажница Сорочка для дівчинки 32(р) 9648";"9648";90;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2751;2751;"Трикотажница Топ+труси ажурна резинка 32(р) 9631";"9631";75;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2752;2752;"Трикотажница Топ+труси ажурна резинка 34(р) 9631";"9631";75;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2757;2757;"Трикотажница Повзунки Вуха Уши 24(р) 9733";"9733";42;-1;3;1;"Трикотажница";"";"";"";"";"";"Импорт";
2759;2759;"Трикотажница Джемпер чорний/білий 36(р) 9816";"9816";160;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2760;2760;"Трикотажница Чоловічок 22(р) 9696";"9696";65;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2761;2761;"Трикотажница Чоловічок 26(р) 9696-L";"9696-L";64;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2762;2762;"Трикотажница Піжама на кнопках короткий рукав 26(р) 9638К";"9638К";145;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2765;2765;"Трикотажница Піжама на кнопках короткий рукав 32(р) 9638К";"9638К";145;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2767;2767;"Трикотажница Піжама на кнопках короткий рукав 36(р) 9638К";"9638К";145;-1;2;1;"Трикотажница";"";"";"";"";"";"Импорт";
2773;2773;"Трикотажница Сукня Мира 38-40(р) 9604";"9604";150;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2774;2774;"Трикотажница Сарафан Прованс (Ліза) квіточки 30(р) 2222с";"2222с";145;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2777;2777;"Трикотажница Сукня сарафан квіточки на молочному фоні 30(р) Емілія";"Емілія";101;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2780;2780;"Трикотажница Сукня Леді 34(р) 5454";"5454";90;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2809;2809;"Спортивные штаны Трикотажница 34-36/134 см. Черный 9642";"9642";150;-1;1;1;"Трикотажница";"";"";"";"";"9 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для мальчиков,Джинсы, брюки, шорты,Спортивные штаны";
2811;2811;"Спортивные штаны Трикотажница 42-44 / 170 см. Черный 9642";"9642";150;-1;1;1;"Трикотажница";"";"";"";"";"17 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для мальчиков,Джинсы, брюки, шорты,Спортивные штаны";
2812;2812;"Трикотажница Балеро чорне 32(р) ба1";"ба1";45;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2813;2813;"Жакет Трикотажница 122 см. Темно-синий 9755-060";"9755-060";196;-1;4;1;"Трикотажница";"&nbsp;&nbsp; Замечательный пиджак, который за счет своего фасона будет идеально сидеть по фигуре. <BR>&nbsp;&nbsp; Застегивается пиджак при помощи трех кнопок. Модель пошита из&nbsp; полотна двухнитка - ткань эластичная, мягкая и прочная, хорошо пропускает воздух.<BR>&nbsp;&nbsp; Пиджак не будет стеснять движения ребенка. ";"";"";"";"7 лет,8 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Кофты и свитера,Жакет";http://134.249.121.87/Rozetka/Photo/2813.jpg
2814;2814;"Жакет Трикотажница 134 см. Темно-синий 9755-060";"9755-060";196;-1;2;1;"Трикотажница";"&nbsp;&nbsp; Замечательный пиджак, который за счет своего фасона будет идеально сидеть по фигуре. <BR>&nbsp;&nbsp; Застегивается пиджак при помощи трех кнопок. Модель пошита из&nbsp; полотна двухнитка - ткань эластичная, мягкая и прочная, хорошо пропускает воздух.<BR>&nbsp;&nbsp; Пиджак не будет стеснять движения ребенка. ";"";"";"";"9 лет,10 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Кофты и свитера,Жакет";http://134.249.121.87/Rozetka/Photo/2814.jpg
2815;2815;"Жакет Трикотажница 140 см. Темно-синий 9755-060";"9755-060";196;-1;1;1;"Трикотажница";"&nbsp;&nbsp; Замечательный пиджак, который за счет своего фасона будет идеально сидеть по фигуре. <BR>&nbsp;&nbsp; Застегивается пиджак при помощи трех кнопок. Модель пошита из&nbsp; полотна двухнитка - ткань эластичная, мягкая и прочная, хорошо пропускает воздух.<BR>&nbsp;&nbsp; Пиджак не будет стеснять движения ребенка. ";"";"";"";"10 лет,11 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Кофты и свитера,Жакет";http://134.249.121.87/Rozetka/Photo/2815.jpg
2821;2821;"Трикотажница Блуза довгий рукав креп-шифон 38 / 140(р) 9211-010";"9211-010";150;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2822;2822;"Трикотажница Блуза довгий рукав креп-шифон 40-42 / 152(р) 9211-010";"9211-010";150;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2827;2827;"Блуза Трикотажница 110 см. Серый 4261-010";"4261-010";130;-1;1;1;"Трикотажница";"&nbsp;&nbsp; Модель с круглым воротником и&nbsp; коротким рукавом.&nbsp; Изделие на плечиках украшено нежным кружевом.<BR>&nbsp;&nbsp; Удобная и комфортная блуза изготовлена из качественной&nbsp; фуликры, приятной на ощупь и не вызывающей раздражения на коже.<BR>&nbsp;&nbsp; УХОД: бережная стирка при t не более 40С; гладить при t не более 110С; с изнанки, чуть влажным. ";"";"";"";"5 лет,6 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";http://134.249.121.87/Rozetka/Photo/2827.jpg
29337508;29337508;"Блуза Трикотажница 110 см. Темно-синий 4261-010";"4261-010";130;-1;1;1;"Трикотажница";"&nbsp;&nbsp; Модель с круглым воротником и&nbsp; коротким рукавом.&nbsp; Изделие на плечиках украшено нежным кружевом.<BR>&nbsp;&nbsp; Удобная и комфортная блуза изготовлена из качественной&nbsp; фуликры, приятной на ощупь и не вызывающей раздражения на коже.<BR>&nbsp;&nbsp; УХОД: бережная стирка при t не более 40С; гладить при t не более 110С; с изнанки, чуть влажным. ";"";"";"";"5 лет,6 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";
29337509;29337509;"Блуза Трикотажница 134 см. Темно-синий 4261-010";"4261-010";130;-1;1;1;"Трикотажница";"&nbsp; &nbsp;Модель с круглым воротником и&nbsp; коротким рукавом.&nbsp; Изделие на плечиках украшено нежным кружевом.<BR>&nbsp;&nbsp; Удобная и комфортная блуза изготовлена из качественной&nbsp; фуликры, приятной на ощупь и не вызывающей раздражения на коже.<BR>&nbsp;&nbsp; УХОД: бережная стирка при t не более 40С; гладить при t не более 110С; с изнанки, чуть влажным. ";"";"";"";"9 лет,10 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";
2829;2829;"Блуза Трикотажница 134 см. Серый 4261-010";"4261-010";130;-1;1;1;"Трикотажница";"&nbsp; &nbsp;Модель с круглым воротником и&nbsp; коротким рукавом.&nbsp; Изделие на плечиках украшено нежным кружевом.<BR>&nbsp;&nbsp; Удобная и комфортная блуза изготовлена из качественной&nbsp; фуликры, приятной на ощупь и не вызывающей раздражения на коже.<BR>&nbsp;&nbsp; УХОД: бережная стирка при t не более 40С; гладить при t не более 110С; с изнанки, чуть влажным. ";"";"";"";"9 лет,10 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";http://134.249.121.87/Rozetka/Photo/2829.jpg
2847;2847;"Блуза Трикотажница 134 см. Розовый 9214Н-010";"9214Н-010";165;-1;1;1;"Трикотажница";"&nbsp;&nbsp; Комфортная отличная блуза из однотонной фуликры с контрастными вставками.<BR>&nbsp;&nbsp; Данная модель изготовлена из полотна фуликра. Одежда из фуликры очень приятна к телу. Так как это натуральный материал, он пропускает воздух и позволяет коже дышать. ";"";"";"";"9 лет,10 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";http://134.249.121.87/Rozetka/Photo/2847.jpg
2848;2848;"Блуза Трикотажница 140 см. Розовый 9214Н-010";"9214Н-010";165;-1;1;1;"Трикотажница";"&nbsp;&nbsp; Комфортная отличная блуза из однотонной фуликры с контрастными вставками.<BR>&nbsp;&nbsp; Данная модель изготовлена из полотна фуликра. Одежда из фуликры очень приятна к телу. Так как это натуральный материал, он пропускает воздух и позволяет коже дышать. ";"";"";"";"10 лет,11 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";http://134.249.121.87/Rozetka/Photo/2848.jpg
2853;2853;"Блуза Трикотажница 122 см. Розовый 9292-010-37";"9292-010-37";190;-1;1;1;"Трикотажница";"&nbsp;&nbsp; Блуза легкая и воздушная. Это восхитительная, модная и невероятно красивая вещь. Актуальна для праздничных и торжественных случаев. Она подчеркивает элегантность и женственность юной леди, прекрасно гармонирует с юбками и брюками.<BR>&nbsp;&nbsp; Модель с длинным кружевным рукавом. Также кружево вставлено спереди. Выполнено изделие из такого полотна, как Фуликра и Гипюр. Фуликра очень тонкий, мягкий, эластичный материал. Гипюр высокого качества. Отлично пропускает воздух, что позволяет коже дышать. Кружево идеально дополняет блузу, придавая ей кокетливую нотку. ";"";"";"";"7 лет,8 лет";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Блуза";http://134.249.121.87/Rozetka/Photo/2853.jpg
2862;2862;"Трикотажница Джемпер Дима хл. 34 / 122(р) 7512";"7512";155;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2869;2869;"Трикотажница Спідниця юбка широка резинка 36(р) 222ш";"222ш";109;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2884;2884;"Футболка Трикотажница Сердце 92-98 см Темно-синяя 9750";"9750";85;-1;1;1;"Трикотажница";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Футболки и блузы для девочек,Футболка";
2886;2886;"Трикотажница Туніка+лосіни 34(р) 9750";"9750";120;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2890;2890;"Трикотажница Купальник дів. 32(р) к001";"к001";58;-1;1;1;"Трикотажница";"";"";"";"";"";"Импорт";
2891;2891;"Селена Труси д.хл.білі 24(р) 020.02514";"020.02514";15;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2892;2892;"Селена Труси д.хл.білі 26(р) 020.02514";"020.02514";15;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2893;2893;"Селена Труси д.хл.білі 34(р) 020.02514";"020.02514";15;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2896;2896;"Селена Повзунки на рез. 28(р) 020.01654";"020.01654";17;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2899;2899;"Распашонка Селена Сорочка на кнопці 80 см. 050.0170";"050.0170";25;-1;3;1;"Селена";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для малышей,Распашонки и ползунки,Распашонка";
2900;2900;"Селена Футболка на кнопках 20(р) 020.0255";"020.0255";21;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2901;2901;"Селена Чепчик 20(р) 050.000824";"050.000824";6;-1;2;1;"Селена";"";"";"";"";"";"Импорт";
2902;2902;"Селена Чепчик 26(р) 050.00084";"050.00084";13;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2907;2907;"Селена Сорочка для хл.ів смокінг 64(р) 38.0165";"38.0165";140;-1;1;1;"Селена";"";"";"";"";"";"Импорт";
2909;2909;"Лёвушка Пінетки туфлі 62955";"62955";120;-1;1;1;"Лёвушка";"";"";"";"";"";"Импорт";
2916;2916;"Комплект AKSU BEBE My love Minnie 68 см см. 4851";"4851";95;-1;1;1;"AKSU BEBE";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Комплекты и спортивные костюмы,Комплект";
7371;7371;"Комплект AKSU BEBE My love Minnie 80 см см. 4851";"4851";95;-1;1;1;"AKSU BEBE";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для девочек,Комплекты и спортивные костюмы,Комплект";
2917;2917;"Комплект Лёвушка Mickey&Donald 80 см см. Серый с бордовым 4850";"4850";95;-1;1;1;"Лёвушка";"";"";"";"";"";"Одежда, обувь и аксессуары,Одежда,Детская одежда,Одежда для мальчиков,Комплекты и спортивные костюмы,Комплект";
2927;2927;"Гном Шорти чорні 64 / 116-122(р) 2В110-02";"2В110-02";40;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2928;2928;"Гном Шорти чорні 68 / 128-134(р) 2В110-02";"2В110-02";40;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2930;2930;"Гном Шкарпетки білі 21 / 23(р) 44Б";"44Б";24;-1;2;1;"Гном";"";"";"";"";"";"Импорт";
2932;2932;"Гном Колготи білі 10 / 68(р) 1313 3333";"1313 3333";40;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2931;2931;"Гном Колготи білі 8 / 62(р) 1313 3333";"1313 3333";45;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2939;2939;"Гном Колготи білі та кольорові 10 / 68(р) 1200, 1313 3Б54, 3333";"1200, 1313 3Б54, 3333";45;-1;4;1;"Гном";"";"";"";"";"";"Импорт";
2940;2940;"Гном Колготи білі та кольорові 12 / 74(р) 1200, 1313 3Б54, 3333";"1200, 1313 3Б54, 3333";45;-1;8;1;"Гном";"";"";"";"";"";"Импорт";
2942;2942;"Гном Колготи білі та кольорові 14 / 86(р) 1200, 1313 3Б54, 3333";"1200, 1313 3Б54, 3333";45;-1;2;1;"Гном";"";"";"";"";"";"Импорт";
2943;2943;"Гном Колготи білі та кольорові 15 / 92(р) 1200, 1313 3Б54, 3333";"1200, 1313 3Б54, 3333";45;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2946;2946;"Гном Колготи білі та кольорові 18 / 110(р) 1200, 1313 3Б54, 3333";"1200, 1313 3Б54, 3333";45;-1;4;1;"Гном";"";"";"";"";"";"Импорт";
2947;2947;"Гном Колготи білі та кольорові 20 / 120(р) 1200, 1313 3Б54, 3333";"1200, 1313 3Б54, 3333";45;-1;2;1;"Гном";"";"";"";"";"";"Импорт";
2951;2951;"Гном Майка хл. біла 146/152 76(р) 2В302-02";"2В302-02";50;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2954;2954;"Гном Майка хл. біла 164 88(р) 2В302-02";"2В302-02";50;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2955;2955;"Гном Топ з мереживом білий 80(р) 210-04";"210-04";35;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2957;2957;"Гном Топ + труси білі зі стразами 80(р) 190-04";"190-04";50;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2960;2960;"Гном Майка + труси дівчачі білі 116(р) 204-04";"204-04";45;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2963;2963;"Гном Боді 56-62(р) 14309 143-09";"14309 143-09";43;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2964;2964;"Гном Боді 80-86(р) 14309 143-09";"14309 143-09";52;-1;1;1;"Гном";"";"";"";"";"";"Импорт";
2969;2969;"Гном Футболка біла футболка з малюнком 52 / 80-86(р) 4В140-04";"4В140-04";45;-1;2;1;"Гном";"";"";"";"";"";"Импорт";
2970;2970;"Гном Футболка біла футболка з малюнком 56 / 92-98(р) 4В140-04";"4В140-04";45;-1;4;1;"Гном";"";"";"";"";"";"Импорт";
